id,label
1,0.21915273368358612
2,0.16646593809127808
3,0.38954901695251465
4,0.5020215511322021
5,0.3355891704559326
6,0.22079293429851532
7,0.20551826059818268
8,0.2985730469226837
9,0.1485166847705841
10,0.3385419249534607
11,0.06605565547943115
12,0.5299735069274902
13,0.2388845980167389
14,0.24371381103992462
15,0.08270531892776489
16,0.4719446301460266
17,0.09070984274148941
18,0.6870256066322327
19,0.13142284750938416
20,0.11724445968866348
21,0.11761385202407837
22,0.21708159148693085
23,0.48213714361190796
24,0.20962242782115936
25,0.32237550616264343
26,0.2053339183330536
27,0.5748115181922913
28,0.11205790936946869
29,0.013280407525599003
30,0.4390232563018799
31,0.22475238144397736
32,0.03557993471622467
33,0.04178602248430252
34,0.17279312014579773
35,0.0846967026591301
36,0.23814979195594788
37,0.04302174970507622
38,0.2785424292087555
39,0.06463566422462463
40,0.4358409345149994
41,0.13479778170585632
42,0.15297327935695648
43,0.3367273211479187
44,0.20444190502166748
45,0.38551321625709534
46,0.2564460039138794
47,0.19872623682022095
48,0.36928030848503113
49,0.6382134556770325
50,0.17981646955013275
51,0.24138523638248444
52,0.07333742827177048
53,0.03424089774489403
54,0.2610818147659302
55,0.3464714586734772
56,0.05618565157055855
57,0.33617958426475525
58,0.4067259132862091
59,0.1882973462343216
60,0.6281167268753052
61,0.28952088952064514
62,0.1979883760213852
63,0.22338198125362396
64,0.0498194620013237
65,0.4827521741390228
66,0.3346773087978363
67,0.746476948261261
68,0.19859278202056885
69,0.29225462675094604
70,0.22384272515773773
71,0.08034496009349823
72,0.285122811794281
73,0.21459636092185974
74,0.1457698941230774
75,0.20632168650627136
76,0.5371121764183044
77,0.10817009210586548
78,0.5345678329467773
79,0.7105861902236938
80,0.37116363644599915
81,0.4632800817489624
82,0.06307078897953033
83,0.16603928804397583
84,0.3595547676086426
85,0.293319433927536
86,0.3052420914173126
87,0.1306462585926056
88,0.5830512046813965
89,0.2703965902328491
90,0.26150381565093994
91,0.4759906232357025
92,0.06575904786586761
93,0.0962906926870346
94,0.11319143325090408
95,0.15757285058498383
96,0.19477804005146027
97,0.2939080595970154
98,0.11592215299606323
99,0.14599846303462982
100,0.07532000541687012
101,0.3058156371116638
102,0.8158531785011292
103,0.1334058791399002
104,0.17729853093624115
105,0.17063967883586884
106,0.4893355369567871
107,0.20356570184230804
108,0.28760311007499695
109,0.2767183482646942
110,0.16874152421951294
111,0.12222934514284134
112,0.4756074845790863
113,0.40119367837905884
114,0.22448129951953888
115,0.07276783883571625
116,0.33623650670051575
117,0.23840868473052979
118,0.5774099826812744
119,0.5307314395904541
120,0.3264024257659912
121,0.0437425822019577
122,0.25465407967567444
123,0.5414189100265503
124,0.5751495361328125
125,0.32757148146629333
126,0.5538022518157959
127,0.2199571281671524
128,0.21478596329689026
129,0.49529772996902466
130,0.14595313370227814
131,0.09360470622777939
132,0.20613962411880493
133,0.031192176043987274
134,0.1646895855665207
135,0.17288081347942352
136,0.22019781172275543
137,0.3856453001499176
138,0.2762334644794464
139,0.15580828487873077
140,0.3937099575996399
141,0.18010473251342773
142,0.5161293745040894
143,0.3099516034126282
144,0.11015000194311142
145,0.4497079849243164
146,0.5905813574790955
147,0.14483538269996643
148,0.10542570054531097
149,0.1344103068113327
150,0.108225516974926
151,0.31727707386016846
152,0.4021061658859253
153,0.49472835659980774
154,0.24927738308906555
155,0.5243640542030334
156,0.4648495614528656
157,0.2005697637796402
158,0.19958293437957764
159,0.3314129114151001
160,0.2795822322368622
161,0.17401905357837677
162,0.05687228962779045
163,0.4914989769458771
164,0.42446109652519226
165,0.2858039438724518
166,0.15555007755756378
167,0.1704946756362915
168,0.18546360731124878
169,0.26249849796295166
170,0.15950144827365875
171,0.08819705247879028
172,0.3636336922645569
173,0.4255782961845398
174,0.2376108467578888
175,0.4771009087562561
176,0.08321531116962433
177,0.24482113122940063
178,0.12316449731588364
179,0.5535982847213745
180,0.1418752521276474
181,0.4727875888347626
182,0.6060550808906555
183,0.05919796973466873
184,0.3663928806781769
185,0.2737886905670166
186,0.18009445071220398
187,0.2645402252674103
188,0.10845594853162766
189,0.5895884037017822
190,0.4648996889591217
191,0.3341515064239502
192,0.45269256830215454
193,0.027487613260746002
194,0.19631662964820862
195,0.39692288637161255
196,0.9288282990455627
197,0.10381034016609192
198,0.26371338963508606
199,0.5816714763641357
200,0.30866530537605286
201,0.01069477666169405
202,0.7538601160049438
203,0.29953956604003906
204,0.06723560392856598
205,0.09656255692243576
206,0.04390394315123558
207,0.49745461344718933
208,0.5596044063568115
209,0.1887071430683136
210,0.30488941073417664
211,0.23237162828445435
212,0.3047846555709839
213,0.08454843610525131
214,0.6146049499511719
215,0.6817803978919983
216,0.7404534220695496
217,0.13763651251792908
218,0.19590747356414795
219,0.3097328245639801
220,0.1035197526216507
221,0.6778019070625305
